Top_K,Run_A,Run_B,Jaccard_Similarity
5,5,16,0.6666666666666666
5,5,17,0.6666666666666666
5,5,18,0.6666666666666666
5,5,19,0.6666666666666666
5,5,20,0.6666666666666666
5,5,21,0.6666666666666666
5,5,22,0.6666666666666666
5,5,23,0.6666666666666666
5,5,24,0.6666666666666666
5,5,25,0.6666666666666666
5,6,7,1.0
5,6,8,1.0
5,6,9,1.0
5,6,10,0.6666666666666666
5,6,11,1.0
5,6,12,1.0
5,6,13,1.0
5,6,14,1.0
5,6,15,1.0
5,6,16,0.6666666666666666
5,6,17,1.0
5,6,18,1.0
5,6,19,1.0
5,6,20,1.0
5,6,21,1.0
5,6,22,1.0
5,6,23,1.0
5,6,24,1.0
5,6,25,1.0
5,7,8,1.0
5,7,9,1.0
5,7,10,0.6666666666666666
5,7,11,1.0
5,7,12,1.0
5,7,13,1.0
5,7,14,1.0
5,7,15,1.0
5,7,16,0.6666666666666666
5,7,17,1.0
5,7,18,1.0
5,7,19,1.0
5,7,20,1.0
5,7,21,1.0
5,7,22,1.0
5,7,23,1.0
5,7,24,1.0
5,7,25,1.0
5,8,9,1.0
5,8,10,0.6666666666666666
5,8,11,1.0
5,8,12,1.0
5,8,13,1.0
5,8,14,1.0
5,8,15,1.0
5,8,16,0.6666666666666666
5,8,17,1.0
5,8,18,1.0
5,8,19,1.0
5,8,20,1.0
5,8,21,1.0
5,8,22,1.0
5,8,23,1.0
5,8,24,1.0
5,8,25,1.0
5,9,10,0.6666666666666666
5,9,11,1.0
5,9,12,1.0
5,9,13,1.0
5,9,14,1.0
5,9,15,1.0
5,9,16,0.6666666666666666
5,9,17,1.0
5,9,18,1.0
5,9,19,1.0
5,9,20,1.0
5,9,21,1.0
5,9,22,1.0
5,9,23,1.0
5,9,24,1.0
5,9,25,1.0
5,10,11,0.6666666666666666
5,10,12,0.6666666666666666
5,10,13,0.6666666666666666
5,10,14,0.6666666666666666
5,10,15,0.6666666666666666
5,10,16,0.6666666666666666
5,10,17,0.6666666666666666
5,10,18,0.6666666666666666
5,10,19,0.6666666666666666
5,10,20,0.6666666666666666
5,10,21,0.6666666666666666
5,10,22,0.6666666666666666
5,10,23,0.6666666666666666
5,10,24,0.6666666666666666
5,10,25,0.6666666666666666
5,11,12,1.0
5,11,13,1.0
5,11,14,1.0
5,11,15,1.0
5,11,16,0.6666666666666666
5,11,17,1.0
5,11,18,1.0
5,11,19,1.0
5,11,20,1.0
5,11,21,1.0
5,11,22,1.0
5,11,23,1.0
5,11,24,1.0
5,11,25,1.0
5,12,13,1.0
5,12,14,1.0
5,12,15,1.0
5,12,16,0.6666666666666666
5,12,17,1.0
5,12,18,1.0
5,12,19,1.0
5,12,20,1.0
5,12,21,1.0
5,12,22,1.0
5,12,23,1.0
5,12,24,1.0
5,12,25,1.0
5,13,14,1.0
5,13,15,1.0
5,13,16,0.6666666666666666
5,13,17,1.0
5,13,18,1.0
5,13,19,1.0
5,13,20,1.0
5,13,21,1.0
5,13,22,1.0
5,13,23,1.0
5,13,24,1.0
5,13,25,1.0
5,14,15,1.0
5,14,16,0.6666666666666666
5,14,17,1.0
5,14,18,1.0
5,14,19,1.0
5,14,20,1.0
5,14,21,1.0
5,14,22,1.0
5,14,23,1.0
5,14,24,1.0
5,14,25,1.0
5,15,16,0.6666666666666666
5,15,17,1.0
5,15,18,1.0
5,15,19,1.0
5,15,20,1.0
5,15,21,1.0
5,15,22,1.0
5,15,23,1.0
5,15,24,1.0
5,15,25,1.0
5,16,17,0.6666666666666666
5,16,18,0.6666666666666666
5,16,19,0.6666666666666666
5,16,20,0.6666666666666666
5,16,21,0.6666666666666666
5,16,22,0.6666666666666666
5,16,23,0.6666666666666666
5,16,24,0.6666666666666666
5,16,25,0.6666666666666666
5,17,18,1.0
5,17,19,1.0
5,17,20,1.0
5,17,21,1.0
5,17,22,1.0
5,17,23,1.0
5,17,24,1.0
5,17,25,1.0
5,18,19,1.0
5,18,20,1.0
5,18,21,1.0
5,18,22,1.0
5,18,23,1.0
5,18,24,1.0
5,18,25,1.0
5,19,20,1.0
5,19,21,1.0
5,19,22,1.0
5,19,23,1.0
5,19,24,1.0
5,19,25,1.0
5,20,21,1.0
5,20,22,1.0
5,20,23,1.0
5,20,24,1.0
5,20,25,1.0
5,21,22,1.0
5,21,23,1.0
5,21,24,1.0
5,21,25,1.0
5,22,23,1.0
5,22,24,1.0
5,22,25,1.0
5,23,24,1.0
5,23,25,1.0
5,24,25,1.0
8,1,2,1.0
8,1,3,1.0
8,1,4,1.0
8,1,5,1.0
8,1,6,1.0
8,1,7,1.0
8,1,8,1.0
8,1,9,1.0
8,1,10,1.0
8,1,11,1.0
8,1,12,1.0
8,1,13,1.0
8,1,14,1.0
8,1,15,1.0
8,1,16,1.0
8,1,17,1.0
8,1,18,1.0
8,1,19,1.0
8,1,20,1.0
8,1,21,1.0
8,1,22,1.0
8,1,23,1.0
8,1,24,1.0
8,1,25,1.0
8,2,3,1.0
8,2,4,1.0
8,2,5,1.0
8,2,6,1.0
8,2,7,1.0
8,2,8,1.0
8,2,9,1.0
8,2,10,1.0
8,2,11,1.0
8,2,12,1.0
8,2,13,1.0
8,2,14,1.0
8,2,15,1.0
8,2,16,1.0
8,2,17,1.0
8,2,18,1.0
8,2,19,1.0
8,2,20,1.0
8,2,21,1.0
8,2,22,1.0
8,2,23,1.0
8,2,24,1.0
8,2,25,1.0
8,3,4,1.0
8,3,5,1.0
8,3,6,1.0
8,3,7,1.0
8,3,8,1.0
8,3,9,1.0
8,3,10,1.0
8,3,11,1.0
8,3,12,1.0
8,3,13,1.0
8,3,14,1.0
8,3,15,1.0
8,3,16,1.0
8,3,17,1.0
8,3,18,1.0
8,3,19,1.0
8,3,20,1.0
8,3,21,1.0
8,3,22,1.0
8,3,23,1.0
8,3,24,1.0
8,3,25,1.0
8,4,5,1.0
8,4,6,1.0
8,4,7,1.0
8,4,8,1.0
8,4,9,1.0
8,4,10,1.0
8,4,11,1.0
8,4,12,1.0
8,4,13,1.0
8,4,14,1.0
8,4,15,1.0
8,4,16,1.0
8,4,17,1.0
8,4,18,1.0
8,4,19,1.0
8,4,20,1.0
8,4,21,1.0
8,4,22,1.0
8,4,23,1.0
8,4,24,1.0
8,4,25,1.0
8,5,6,1.0
8,5,7,1.0
8,5,8,1.0
8,5,9,1.0
8,5,10,1.0
8,5,11,1.0
8,5,12,1.0
8,5,13,1.0
8,5,14,1.0
8,5,15,1.0
8,5,16,1.0
8,5,17,1.0
8,5,18,1.0
8,5,19,1.0
8,5,20,1.0
8,5,21,1.0
8,5,22,1.0
8,5,23,1.0
8,5,24,1.0
8,5,25,1.0
8,6,7,1.0
8,6,8,1.0
8,6,9,1.0
8,6,10,1.0
8,6,11,1.0
8,6,12,1.0
8,6,13,1.0
8,6,14,1.0
8,6,15,1.0
8,6,16,1.0
8,6,17,1.0
8,6,18,1.0
8,6,19,1.0
8,6,20,1.0
8,6,21,1.0
8,6,22,1.0
8,6,23,1.0
8,6,24,1.0
8,6,25,1.0
8,7,8,1.0
8,7,9,1.0
8,7,10,1.0
8,7,11,1.0
8,7,12,1.0
8,7,13,1.0
8,7,14,1.0
8,7,15,1.0
8,7,16,1.0
8,7,17,1.0
8,7,18,1.0
8,7,19,1.0
8,7,20,1.0
8,7,21,1.0
8,7,22,1.0
8,7,23,1.0
8,7,24,1.0
8,7,25,1.0
8,8,9,1.0
8,8,10,1.0
8,8,11,1.0
8,8,12,1.0
8,8,13,1.0
8,8,14,1.0
8,8,15,1.0
8,8,16,1.0
8,8,17,1.0
8,8,18,1.0
8,8,19,1.0
8,8,20,1.0
8,8,21,1.0
8,8,22,1.0
8,8,23,1.0
8,8,24,1.0
8,8,25,1.0
8,9,10,1.0
8,9,11,1.0
8,9,12,1.0
8,9,13,1.0
8,9,14,1.0
8,9,15,1.0
8,9,16,1.0
8,9,17,1.0
8,9,18,1.0
8,9,19,1.0
8,9,20,1.0
8,9,21,1.0
8,9,22,1.0
8,9,23,1.0
8,9,24,1.0
8,9,25,1.0
8,10,11,1.0
8,10,12,1.0
8,10,13,1.0
8,10,14,1.0
8,10,15,1.0
8,10,16,1.0
8,10,17,1.0
8,10,18,1.0
8,10,19,1.0
8,10,20,1.0
8,10,21,1.0
8,10,22,1.0
8,10,23,1.0
8,10,24,1.0
8,10,25,1.0
8,11,12,1.0
8,11,13,1.0
8,11,14,1.0
8,11,15,1.0
8,11,16,1.0
8,11,17,1.0
8,11,18,1.0
8,11,19,1.0
8,11,20,1.0
8,11,21,1.0
8,11,22,1.0
8,11,23,1.0
8,11,24,1.0
8,11,25,1.0
8,12,13,1.0
8,12,14,1.0
8,12,15,1.0
8,12,16,1.0
8,12,17,1.0
8,12,18,1.0
8,12,19,1.0
8,12,20,1.0
8,12,21,1.0
8,12,22,1.0
8,12,23,1.0
8,12,24,1.0
8,12,25,1.0
8,13,14,1.0
8,13,15,1.0
8,13,16,1.0
8,13,17,1.0
8,13,18,1.0
8,13,19,1.0
8,13,20,1.0
8,13,21,1.0
8,13,22,1.0
8,13,23,1.0
8,13,24,1.0
8,13,25,1.0
8,14,15,1.0
8,14,16,1.0
8,14,17,1.0
8,14,18,1.0
8,14,19,1.0
8,14,20,1.0
8,14,21,1.0
8,14,22,1.0
8,14,23,1.0
8,14,24,1.0
8,14,25,1.0
8,15,16,1.0
8,15,17,1.0
8,15,18,1.0
8,15,19,1.0
8,15,20,1.0
8,15,21,1.0
8,15,22,1.0
8,15,23,1.0
8,15,24,1.0
8,15,25,1.0
8,16,17,1.0
8,16,18,1.0
8,16,19,1.0
8,16,20,1.0
8,16,21,1.0
8,16,22,1.0
8,16,23,1.0
8,16,24,1.0
8,16,25,1.0
8,17,18,1.0
8,17,19,1.0
8,17,20,1.0
8,17,21,1.0
8,17,22,1.0
8,17,23,1.0
8,17,24,1.0
8,17,25,1.0
8,18,19,1.0
8,18,20,1.0
8,18,21,1.0
8,18,22,1.0
8,18,23,1.0
8,18,24,1.0
8,18,25,1.0
8,19,20,1.0
8,19,21,1.0
8,19,22,1.0
8,19,23,1.0
8,19,24,1.0
8,19,25,1.0
8,20,21,1.0
8,20,22,1.0
8,20,23,1.0
8,20,24,1.0
8,20,25,1.0
8,21,22,1.0
8,21,23,1.0
8,21,24,1.0
8,21,25,1.0
8,22,23,1.0
8,22,24,1.0
8,22,25,1.0
8,23,24,1.0
8,23,25,1.0
8,24,25,1.0
10,1,2,1.0
10,1,3,1.0
10,1,4,1.0
10,1,5,1.0
10,1,6,0.8181818181818182
10,1,7,1.0
10,1,8,1.0
10,1,9,1.0
10,1,10,1.0
10,1,11,1.0
10,1,12,0.8181818181818182
10,1,13,1.0
10,1,14,1.0
10,1,15,1.0
10,1,16,1.0
10,1,17,1.0
10,1,18,1.0
10,1,19,1.0
10,1,20,1.0
10,1,21,1.0
10,1,22,0.8181818181818182
10,1,23,1.0
10,1,24,0.8181818181818182
10,1,25,1.0
10,2,3,1.0
10,2,4,1.0
10,2,5,1.0
10,2,6,0.8181818181818182
10,2,7,1.0
10,2,8,1.0
10,2,9,1.0
10,2,10,1.0
10,2,11,1.0
10,2,12,0.8181818181818182
10,2,13,1.0
10,2,14,1.0
10,2,15,1.0
10,2,16,1.0
10,2,17,1.0
10,2,18,1.0
10,2,19,1.0
10,2,20,1.0
10,2,21,1.0
10,2,22,0.8181818181818182
10,2,23,1.0
10,2,24,0.8181818181818182
10,2,25,1.0
10,3,4,1.0
10,3,5,1.0
10,3,6,0.8181818181818182
10,3,7,1.0
10,3,8,1.0
10,3,9,1.0
10,3,10,1.0
10,3,11,1.0
10,3,12,0.8181818181818182
10,3,13,1.0
10,3,14,1.0
10,3,15,1.0
10,3,16,1.0
10,3,17,1.0
10,3,18,1.0
10,3,19,1.0
10,3,20,1.0
10,3,21,1.0
10,3,22,0.8181818181818182
10,3,23,1.0
10,3,24,0.8181818181818182
10,3,25,1.0
10,4,5,1.0
10,4,6,0.8181818181818182
10,4,7,1.0
10,4,8,1.0
10,4,9,1.0
10,4,10,1.0
10,4,11,1.0
10,4,12,0.8181818181818182
10,4,13,1.0
10,4,14,1.0
10,4,15,1.0
10,4,16,1.0
10,4,17,1.0
10,4,18,1.0
10,4,19,1.0
10,4,20,1.0
10,4,21,1.0
10,4,22,0.8181818181818182
10,4,23,1.0
10,4,24,0.8181818181818182
10,4,25,1.0
10,5,6,0.8181818181818182
10,5,7,1.0
10,5,8,1.0
10,5,9,1.0
10,5,10,1.0
10,5,11,1.0
10,5,12,0.8181818181818182
10,5,13,1.0
10,5,14,1.0
10,5,15,1.0
10,5,16,1.0
10,5,17,1.0
10,5,18,1.0
10,5,19,1.0
10,5,20,1.0
10,5,21,1.0
10,5,22,0.8181818181818182
10,5,23,1.0
10,5,24,0.8181818181818182
10,5,25,1.0
10,6,7,0.8181818181818182
10,6,8,0.8181818181818182
10,6,9,0.8181818181818182
10,6,10,0.8181818181818182
10,6,11,0.8181818181818182
10,6,12,0.8181818181818182
10,6,13,0.8181818181818182
10,6,14,0.8181818181818182
10,6,15,0.8181818181818182
10,6,16,0.8181818181818182
10,6,17,0.8181818181818182
10,6,18,0.8181818181818182
10,6,19,0.8181818181818182
10,6,20,0.8181818181818182
10,6,21,0.8181818181818182
10,6,22,1.0
10,6,23,0.8181818181818182
10,6,24,1.0
10,6,25,0.8181818181818182
10,7,8,1.0
10,7,9,1.0
10,7,10,1.0
10,7,11,1.0
10,7,12,0.8181818181818182
10,7,13,1.0
10,7,14,1.0
10,7,15,1.0
10,7,16,1.0
10,7,17,1.0
10,7,18,1.0
10,7,19,1.0
10,7,20,1.0
10,7,21,1.0
10,7,22,0.8181818181818182
10,7,23,1.0
10,7,24,0.8181818181818182
10,7,25,1.0
10,8,9,1.0
10,8,10,1.0
10,8,11,1.0
10,8,12,0.8181818181818182
10,8,13,1.0
10,8,14,1.0
10,8,15,1.0
10,8,16,1.0
10,8,17,1.0
10,8,18,1.0
10,8,19,1.0
10,8,20,1.0
10,8,21,1.0
10,8,22,0.8181818181818182
10,8,23,1.0
10,8,24,0.8181818181818182
10,8,25,1.0
10,9,10,1.0
10,9,11,1.0
10,9,12,0.8181818181818182
10,9,13,1.0
10,9,14,1.0
10,9,15,1.0
10,9,16,1.0
10,9,17,1.0
10,9,18,1.0
10,9,19,1.0
10,9,20,1.0
10,9,21,1.0
10,9,22,0.8181818181818182
10,9,23,1.0
10,9,24,0.8181818181818182
10,9,25,1.0
10,10,11,1.0
10,10,12,0.8181818181818182
10,10,13,1.0
10,10,14,1.0
10,10,15,1.0
10,10,16,1.0
10,10,17,1.0
10,10,18,1.0
10,10,19,1.0
10,10,20,1.0
10,10,21,1.0
10,10,22,0.8181818181818182
10,10,23,1.0
10,10,24,0.8181818181818182
10,10,25,1.0
10,11,12,0.8181818181818182
10,11,13,1.0
10,11,14,1.0
10,11,15,1.0
10,11,16,1.0
10,11,17,1.0
10,11,18,1.0
10,11,19,1.0
10,11,20,1.0
10,11,21,1.0
10,11,22,0.8181818181818182
10,11,23,1.0
10,11,24,0.8181818181818182
10,11,25,1.0
10,12,13,0.8181818181818182
10,12,14,0.8181818181818182
10,12,15,0.8181818181818182
10,12,16,0.8181818181818182
10,12,17,0.8181818181818182
10,12,18,0.8181818181818182
10,12,19,0.8181818181818182
10,12,20,0.8181818181818182
10,12,21,0.8181818181818182
10,12,22,0.8181818181818182
10,12,23,0.8181818181818182
10,12,24,0.8181818181818182
10,12,25,0.8181818181818182
10,13,14,1.0
10,13,15,1.0
10,13,16,1.0
10,13,17,1.0
10,13,18,1.0
10,13,19,1.0
10,13,20,1.0
10,13,21,1.0
10,13,22,0.8181818181818182
10,13,23,1.0
10,13,24,0.8181818181818182
10,13,25,1.0
10,14,15,1.0
10,14,16,1.0
10,14,17,1.0
10,14,18,1.0
10,14,19,1.0
10,14,20,1.0
10,14,21,1.0
10,14,22,0.8181818181818182
10,14,23,1.0
10,14,24,0.8181818181818182
10,14,25,1.0
10,15,16,1.0
10,15,17,1.0
10,15,18,1.0
10,15,19,1.0
10,15,20,1.0
10,15,21,1.0
10,15,22,0.8181818181818182
10,15,23,1.0
10,15,24,0.8181818181818182
10,15,25,1.0
10,16,17,1.0
10,16,18,1.0
10,16,19,1.0
10,16,20,1.0
10,16,21,1.0
10,16,22,0.8181818181818182
10,16,23,1.0
10,16,24,0.8181818181818182
10,16,25,1.0
10,17,18,1.0
10,17,19,1.0
10,17,20,1.0
10,17,21,1.0
10,17,22,0.8181818181818182
10,17,23,1.0
10,17,24,0.8181818181818182
10,17,25,1.0
10,18,19,1.0
10,18,20,1.0
10,18,21,1.0
10,18,22,0.8181818181818182
10,18,23,1.0
10,18,24,0.8181818181818182
10,18,25,1.0
10,19,20,1.0
10,19,21,1.0
10,19,22,0.8181818181818182
10,19,23,1.0
10,19,24,0.8181818181818182
10,19,25,1.0
10,20,21,1.0
10,20,22,0.8181818181818182
10,20,23,1.0
10,20,24,0.8181818181818182
10,20,25,1.0
10,21,22,0.8181818181818182
10,21,23,1.0
10,21,24,0.8181818181818182
10,21,25,1.0
10,22,23,0.8181818181818182
10,22,24,1.0
10,22,25,0.8181818181818182
10,23,24,0.8181818181818182
10,23,25,1.0
10,24,25,0.8181818181818182
13,1,2,1.0
13,1,3,1.0
13,1,4,1.0
13,1,5,1.0
13,1,6,1.0
13,1,7,1.0
13,1,8,1.0
13,1,9,1.0
13,1,10,1.0
13,1,11,1.0
13,1,12,1.0
13,1,13,1.0
13,1,14,1.0
13,1,15,1.0
13,1,16,1.0
13,1,17,1.0
13,1,18,1.0
13,1,19,1.0
13,1,20,1.0
13,1,21,1.0
13,1,22,1.0
13,1,23,1.0
13,1,24,1.0
13,1,25,1.0
13,2,3,1.0
13,2,4,1.0
13,2,5,1.0
13,2,6,1.0
13,2,7,1.0
13,2,8,1.0
13,2,9,1.0
13,2,10,1.0
13,2,11,1.0
13,2,12,1.0
13,2,13,1.0
13,2,14,1.0
13,2,15,1.0
13,2,16,1.0
13,2,17,1.0
13,2,18,1.0
13,2,19,1.0
13,2,20,1.0
13,2,21,1.0
13,2,22,1.0
13,2,23,1.0
13,2,24,1.0
13,2,25,1.0
13,3,4,1.0
13,3,5,1.0
13,3,6,1.0
13,3,7,1.0
13,3,8,1.0
13,3,9,1.0
13,3,10,1.0
13,3,11,1.0
13,3,12,1.0
13,3,13,1.0
13,3,14,1.0
13,3,15,1.0
13,3,16,1.0
13,3,17,1.0
13,3,18,1.0
13,3,19,1.0
13,3,20,1.0
13,3,21,1.0
13,3,22,1.0
13,3,23,1.0
13,3,24,1.0
13,3,25,1.0
13,4,5,1.0
13,4,6,1.0
13,4,7,1.0
13,4,8,1.0
13,4,9,1.0
13,4,10,1.0
13,4,11,1.0
13,4,12,1.0
13,4,13,1.0
13,4,14,1.0
13,4,15,1.0
13,4,16,1.0
13,4,17,1.0
13,4,18,1.0
13,4,19,1.0
13,4,20,1.0
13,4,21,1.0
13,4,22,1.0
13,4,23,1.0
13,4,24,1.0
13,4,25,1.0
13,5,6,1.0
13,5,7,1.0
13,5,8,1.0
13,5,9,1.0
13,5,10,1.0
13,5,11,1.0
13,5,12,1.0
13,5,13,1.0
13,5,14,1.0
13,5,15,1.0
13,5,16,1.0
13,5,17,1.0
13,5,18,1.0
13,5,19,1.0
13,5,20,1.0
13,5,21,1.0
13,5,22,1.0
13,5,23,1.0
13,5,24,1.0
13,5,25,1.0
13,6,7,1.0
13,6,8,1.0
13,6,9,1.0
13,6,10,1.0
13,6,11,1.0
13,6,12,1.0
13,6,13,1.0
13,6,14,1.0
13,6,15,1.0
13,6,16,1.0
13,6,17,1.0
13,6,18,1.0
13,6,19,1.0
13,6,20,1.0
13,6,21,1.0
13,6,22,1.0
13,6,23,1.0
13,6,24,1.0
13,6,25,1.0
13,7,8,1.0
13,7,9,1.0
13,7,10,1.0
13,7,11,1.0
13,7,12,1.0
13,7,13,1.0
13,7,14,1.0
13,7,15,1.0
13,7,16,1.0
13,7,17,1.0
13,7,18,1.0
13,7,19,1.0
13,7,20,1.0
13,7,21,1.0
13,7,22,1.0
13,7,23,1.0
13,7,24,1.0
13,7,25,1.0
13,8,9,1.0
13,8,10,1.0
13,8,11,1.0
13,8,12,1.0
13,8,13,1.0
13,8,14,1.0
13,8,15,1.0
13,8,16,1.0
13,8,17,1.0
13,8,18,1.0
13,8,19,1.0
13,8,20,1.0
13,8,21,1.0
13,8,22,1.0
13,8,23,1.0
13,8,24,1.0
13,8,25,1.0
13,9,10,1.0
13,9,11,1.0
13,9,12,1.0
13,9,13,1.0
13,9,14,1.0
13,9,15,1.0
13,9,16,1.0
13,9,17,1.0
13,9,18,1.0
13,9,19,1.0
13,9,20,1.0
13,9,21,1.0
13,9,22,1.0
13,9,23,1.0
13,9,24,1.0
13,9,25,1.0
13,10,11,1.0
13,10,12,1.0
13,10,13,1.0
13,10,14,1.0
13,10,15,1.0
13,10,16,1.0
13,10,17,1.0
13,10,18,1.0
13,10,19,1.0
13,10,20,1.0
13,10,21,1.0
13,10,22,1.0
13,10,23,1.0
13,10,24,1.0
13,10,25,1.0
13,11,12,1.0
13,11,13,1.0
13,11,14,1.0
13,11,15,1.0
13,11,16,1.0
13,11,17,1.0
13,11,18,1.0
13,11,19,1.0
13,11,20,1.0
13,11,21,1.0
13,11,22,1.0
13,11,23,1.0
13,11,24,1.0
13,11,25,1.0
13,12,13,1.0
13,12,14,1.0
13,12,15,1.0
13,12,16,1.0
13,12,17,1.0
13,12,18,1.0
13,12,19,1.0
13,12,20,1.0
13,12,21,1.0
13,12,22,1.0
13,12,23,1.0
13,12,24,1.0
13,12,25,1.0
13,13,14,1.0
13,13,15,1.0
13,13,16,1.0
13,13,17,1.0
13,13,18,1.0
13,13,19,1.0
13,13,20,1.0
13,13,21,1.0
13,13,22,1.0
13,13,23,1.0
13,13,24,1.0
13,13,25,1.0
13,14,15,1.0
13,14,16,1.0
13,14,17,1.0
13,14,18,1.0
13,14,19,1.0
13,14,20,1.0
13,14,21,1.0
13,14,22,1.0
13,14,23,1.0
13,14,24,1.0
13,14,25,1.0
13,15,16,1.0
13,15,17,1.0
13,15,18,1.0
13,15,19,1.0
13,15,20,1.0
13,15,21,1.0
13,15,22,1.0
13,15,23,1.0
13,15,24,1.0
13,15,25,1.0
13,16,17,1.0
13,16,18,1.0
13,16,19,1.0
13,16,20,1.0
13,16,21,1.0
13,16,22,1.0
13,16,23,1.0
13,16,24,1.0
13,16,25,1.0
13,17,18,1.0
13,17,19,1.0
13,17,20,1.0
13,17,21,1.0
13,17,22,1.0
13,17,23,1.0
13,17,24,1.0
13,17,25,1.0
13,18,19,1.0
13,18,20,1.0
13,18,21,1.0
13,18,22,1.0
13,18,23,1.0
13,18,24,1.0
13,18,25,1.0
13,19,20,1.0
13,19,21,1.0
13,19,22,1.0
13,19,23,1.0
13,19,24,1.0
13,19,25,1.0
13,20,21,1.0
13,20,22,1.0
13,20,23,1.0
13,20,24,1.0
13,20,25,1.0
13,21,22,1.0
13,21,23,1.0
13,21,24,1.0
13,21,25,1.0
13,22,23,1.0
13,22,24,1.0
13,22,25,1.0
13,23,24,1.0
13,23,25,1.0
13,24,25,1.0
